id,customerId,products
18217,14368,125|70|37|175|183|184|37|138|175|37
18218,14369,62|1|1|238|0|0|0|7|7|7
18219,14370,66|39|2|174|140
18220,14371,140|140|0|0|0|174|174
18221,14372,1|1
18222,14373,162|162|260|17|295|295
18223,14374,12|66
18224,2087,91|91|1|1
18225,14376,4|4|4
18226,14377,287
18227,14378,1|1|39|11|11|18
18228,6187,142
18229,14380,7
18230,14381,17|54|54|54|238
18231,14382,113|204|204|204|82
18232,14383,7|7
18233,14386,12|12
18234,2101,45
18235,14390,240|240|240|274|274|1|1|288|137
18236,14391,95
18237,2104,2|2|2
18238,14393,232|123|11|11|44|225|124
18239,14394,225|28|28|28|192
18240,14395,99|0|4|1|0|273|265|96|18|232
18241,14396,284|284|246|246
18242,14397,140|137|1|96
18243,14398,129|129|4|129|89|157|160|157|160|4
18244,6207,82|82|82|196
18245,14400,98
18246,14403,0|0|0|22|22|22
18247,14404,98
18248,14405,154|1|1|222|222|73|73|73|16|217
18249,14406,114|16
18250,14407,1|1|126|126
18251,14408,89|3|50
18252,2121,237|141|196|196
18253,14410,0|39|66|30|13|146|61|14|0|14
18254,14411,146|146
18255,14413,60|60|60|1|1|24
18256,14414,80|80
18257,6223,232|21
18258,14416,228|284|284
18259,6225,1|1|147|147
18260,14418,1|1
18261,14419,99|140|7|7
18262,14420,76
18263,14422,9|9|75|75|75
18264,14423,2|246|114|284|216
18265,14424,192|10|10|1|1|221
18266,14425,1|1
18267,6236,32
18268,14429,99|95|130|140|209
18269,14430,251|42
18270,14431,1|1|95|10|10|10|89
18271,14432,219|141
18272,6244,12|1|1|16
18273,2149,86|39|15|15
18274,14438,147|147|17
18275,14439,133|101
18276,14440,129|129|129
18277,14441,1|1
18278,14442,54|54|54
18279,14443,9|9|137
18280,14444,1|1|12|12|0|0|0|55
18281,14445,131|11|11|11|24|50|7|7|7
18282,14448,137
18283,14450,0|0|0
18284,14451,22|236|50|26|50|6|236|1|50|236
18285,2166,269|269|269|9
18286,14455,77|77|61
18287,14456,96|190|256|179
18288,14457,225|225|257|1|1|0|0|0|10
18289,14458,9
18290,14459,54|54|54|221|147
18291,14461,0|0|0|22|22|22
18292,14462,4|4|4|101
18293,14463,50
18294,14464,14|153|77
18295,14465,188|22|22|22
18296,14466,95|151|112|199|15|295|296|296
18297,14467,123|277|277|277|246|146|86|71|39
18298,14468,139|64|192|247|163|139|286|286|155|155
18299,14469,0|0|0|112|112|99
18300,2182,133|137
18301,14471,183|182
18302,14472,222
18303,14473,3|3|3
18304,14476,141|1|1
18305,14477,23|23
18306,14479,30|30
18307,14480,9|9|175|50|50|237|237
18308,14481,133|9
18309,14483,274|205|51
18310,14484,101|101|295|295
18311,14485,32|32|32
18312,14487,1|125|125|125
18313,14488,6|6|6
18314,14489,183|129|129|129|10|10
18315,2202,140|126|98
18316,14491,12|12|12|258|4|4|4
18317,14492,191|211|166|18|2|182
18318,14493,231|1|1|47
18319,14494,95|95|11|11|11
18320,14495,56|56|56|1|1
18321,14496,165
18322,2209,77|77|0|0|0|232|4
18323,14498,21|288|288|30|30|30|93|147
18324,14499,1|63|193|26|26|217
18325,14500,89
18326,14501,115|115|115|1|1
18327,14502,100|6|6|6|56|56|56
18328,14503,125|125|125|189|189
18329,14504,54|54|54|172|1|1
18330,14505,182|105|45|45|141|110|110|110|198
18331,2218,243|24|61|14
18332,14507,98|125
18333,14508,38|36|140|140|140|113|113
18334,14509,147|1|1
18335,10415,14|233
18336,14512,1|1
18337,14513,66|66
18338,14514,4
18339,14516,9
18340,14517,95|95
18341,2232,51|51
18342,14522,20|20|101
18343,14523,153
18344,2237,141|23
18345,2238,168|168|149
18346,14527,113|39|7|26|113|96|28|96|137|1
18347,14528,112|1|1|0|0|0|100
18348,14530,1|1|0|0|0
18349,14531,240|240|240|1|1
18350,14533,168
18351,14534,287|61|1|1|96|96
18352,14536,297|86|163|39|183|89
18353,14537,189|189|189|56
18354,14538,13|135|4|196|12|163|163|250
18355,14539,137
18356,14540,1|1
18357,14541,22|22|22|30|30|1|1
18358,14542,94|232|232|96|96|96|137|1|1
18359,14543,211|218|218|168|1|1
18360,14544,257
18361,14545,199|135|45|45|89|89|89|163|86
18362,14546,56|30|274|7|66|61|291|1|24|165
18363,14547,299|4|77
18364,14548,9|95|153|21|166
18365,14549,19|21|100|100|14|14
18366,14550,77|24|93|60
18367,14551,1|1
18368,14552,1|1
18369,14553,174|109|109
18370,6362,8|61|15|194|38
18371,14555,125|125|125
18372,14556,233|21|1|1
18373,14557,54|54|27|199|95
18374,14558,27
18375,14559,60|199|288|288
18376,14560,26|26
18377,14562,68|68|274|30|30|1|1|61|28|28
18378,379,141|40|173|173|62|215
18379,14564,105|105|115|115|115|1|1|106
18380,2277,189
18381,14567,1|1|10|10
18382,14568,6|6|6|15
18383,6377,1|1|0|0|0
18384,14571,296
18385,14572,274|41|41|284|284
18386,14573,283|98|262|262|262|140|134
18387,14574,48|261|8|39
18388,14575,1|282|258|258|84
18389,14576,153|17|166|257|50
18390,14577,191|56|172|172|141
18391,10482,54|0|0|0|26|26|129|129|129
18392,14579,71|97|11|11
18393,14581,146|146|199|199|199|66|66
18394,14582,1|1
18395,14036,50|50
18396,14586,1|1
18397,2299,1|1|237|237|237
18398,14588,7|7|77|137|182|161|231
18399,2302,13
18400,14591,7|137
18401,14592,99|138|7|234|217|70|188|188|9|77
18402,14593,214
18403,6402,232|73|73|73
18404,14595,1|1|28
18405,10500,52|52|4|52|0|41|56|0|4|4
18406,14597,237|237
18407,14598,21|8|8
18408,14599,216|14|40|234
18409,14600,1|1|63
18410,6409,12|12|12
18411,14602,1
18412,14603,266|268
18413,14604,268|240|240|60|209|15
18414,14605,255|13|282|56|56|86
18415,14606,240|137|1|1|257|216|222
18416,10511,30|1|1
18417,14608,131|24
18418,14609,16|16|7|95|236|236|236|77|237
18419,14610,189
18420,2323,30|147|174|14|2|141|115|174|115|115
18421,14612,13|21
18422,14613,137|95|1|1
18423,10518,0|0|0
18424,14615,98|98|98|250|250|250
18425,14616,174|10|10|1|1|0|0|0
18426,14617,7|250|250
18427,14618,4|4|4
18428,1071,0|0|0
18429,14620,299
18430,14621,54|54
18431,6430,20
18432,2335,1|1|141
18433,14624,286|286|1|1
18434,14625,275|275|211|211|0|0|0
18435,14626,12|12|174|95|189|7
18436,14627,49|0|0|0|190
18437,14628,118|118
18438,2341,137|137
18439,14630,80|123
18440,14631,109|216|43|43
18441,14632,164|39|254|30|1|45|3|30|16|1
18442,14633,11|11|237|99|140|140
18443,14634,45|15|199|95|95
18444,14635,39|265|265|77|77|13|13
18445,14636,106|295|126|1|1|21|137|221
18446,14637,22|22|22
18447,14638,1|280|12
18448,14639,1|1|295|295|66|66|66
18449,2352,189|189|273|1|179|228|228|17
18450,14641,91|91
18451,14642,39|280|227|227|86|218
18452,14643,262|262|262
18453,10633,51
18454,14648,224|261|261|95|3|3|114|8|8
18455,14650,0|0|0|20|172
18456,14651,0|0|0|13
18457,14652,7
18458,2365,29|50|50|50
18459,14654,48|12|179|194|8|8|140
18460,14655,1|1|22|95|95
18461,14656,1|30|30|30
18462,14658,264|1|1|115|115
18463,14659,9
18464,14661,105|105
18465,14662,1|1
18466,14663,237|242|98|221
18467,6472,48|48|216|115|110|110|110|36|47
18468,14666,1|1
18469,14667,99
18470,14668,60|4|21|55|61|4|61|47|195|61
18471,14669,26|54|54|54
18472,14664,216|287|137
18473,14672,7|7|221
18474,14673,26|101
18475,14675,9|217|217|217|89|287
18476,14676,7|60
18477,14677,0|0|0|1|1
18478,14679,30|30|4|295|295|98|98|263|263|77
18479,6489,33
18480,14686,22|22|7|7
18481,14053,98|98
18482,14688,1|1
18483,2407,13|13
18484,2410,208|24|24|24|56
18485,14701,16|16|290
18486,6514,1|1
18487,14707,286|286|77|39
18488,14740,22|22
18489,14715,30
18490,14716,1|1
18491,14129,1|1|265
18492,6530,45|234
18493,406,66|66|12|12
18494,1089,208|208|209|172|20|89
18495,6537,1|1
18496,8636,135|134|12
18497,2449,123
18498,2452,54|54
18499,14741,22
18500,6550,4|4|4
18501,6551,173|15|147|221|216
18502,14063,101|43|141|141|61|50|9
18503,14064,12|0|0|0
18504,8603,218|217|217|217
18505,14761,1|1|0|0|0
18506,2478,0|0|0
18507,2479,147|147
18508,2483,2|82|36|173|8|173|36|79|166|41
18509,14392,133|9|20|1|133|9|20|9|0|0
18510,2502,98
18511,6599,276|1|1
18512,7244,0|0|0
18513,2508,4|0|0|0
18514,10711,148
18515,7247,288
18516,10720,286
18517,2530,24|24|196
18518,14678,13|13|231|47
18519,2534,22|7|7|98
18520,6633,52|1|1
18521,8616,73|73|73|82|82|82|173|94
18522,10738,97|61
18523,6651,135|0|0|0
18524,6652,177|177|177
18525,2558,1|1|60|60
18526,2560,191|191|4|4|7|22|22|22
18527,6663,220|220|220
18528,2572,70|188
18529,6671,2|2|264|7|7|80|168|168|123
18530,10778,219
18531,2590,1|1
18532,6700,227|24|62|7|75|160|160|160
18533,1118,56|157
18534,14089,80|211|211|6|237|123
18535,14120,47
18536,14090,44|2|180|269|188
18537,10829,20|89
18538,10843,7|299|0|0|0
18539,12644,100|238|1|1|7
18540,6759,1|1
18541,2665,78
18542,10861,113|137|32|32|32|1|1
18543,6774,286
18544,6784,50|95|60|238|89
18545,2690,0|0|0|276|276|276|1|1|7|7
18546,2699,231|137|221
18547,6091,66|12
18548,5912,99
18549,6804,123|9|9|1|1
18550,2712,6|280|280
18551,5231,251
18552,6814,1|1|266|227
18553,10029,20|130
18554,2727,51
18555,1823,124|15|1|1
18556,6846,0|0|0|7|12|12|6|6|73
18557,14112,9|38|1|48|8|48|282|8|36|174
18558,2754,117|117
18559,2761,10|10|26|26
18560,6864,20
18561,10978,131|93|45|94|189|258|131|131|93|258
18562,2788,299|299|2|15|237|13|2|2|156|77
18563,10984,208
18564,2796,1|39
18565,10993,7|142|140|1|1
18566,14687,51
18567,14585,66|12|66|77|12|12|258|1|15|1
18568,14121,140|49|49|49|213
18569,11005,115|84
18570,4565,179|2|2|180
18571,2818,1|1
18572,14123,7|7|7|289|289|20
18573,2820,216|97
18574,12758,149|31|31
18575,2825,141|0|0|0|34|34|34|21
18576,2831,99|1|1|14|14|98|153|66|66|66
18577,11034,153|80|11|17
18578,2845,4|89
18579,6944,140|140|140|50
18580,2850,153|105|2|61
18581,5254,50
18582,11052,137
18583,14131,40|182|50|9|9|9|258|258|130
18584,2871,21|39|1|8|79|94
18585,14640,7|4|94|1|1|202|189|86
18586,8671,1|1
18587,5258,0|0|1|1
18588,14133,137|91|91|96|106
18589,6624,1|1|60|89|56
18590,5802,70|62
18591,1847,11|24
18592,483,0|0|0
18593,2901,174
18594,14554,229|45|229|101|45|282|45|95|64|183
18595,11098,259
18596,7995,125|125|125|154|154|154|11|203
18597,7012,39|204|204|204|22|22|1
18598,2936,4|4|21|1|1|22
18599,11130,27
18600,2944,141
18601,11141,146|45|22
18602,14145,287|232
18603,2953,288|147|95|30
18604,2955,7|207|207|207|1|1
18605,2971,161
18606,2988,174
18607,2993,12|141|198
18608,6101,1|100|0|276|66|276|0|0|30|56
18609,14421,1|1
18610,3010,246|246|246
18611,7112,1|1
18612,11215,153
18613,11217,39|1
18614,11219,14
18615,14158,24|7|7|24|291|131|221|24|291|113
18616,3030,296
18617,2175,95|95
18618,3035,56
18619,11237,8|8|38|263
18620,7142,7|7|7|249|30|161|250|208|208
18621,7144,246|284|284|284
18622,10748,287|0|0|0
18623,3054,1|0|0|0
18624,11247,237
18625,3062,39|47|47|47|30|30
18626,7160,0|0|0|126|96|84|62|20|89
18627,14164,0|0|0|98|98|98
18628,11264,63|257|12|99|99|1|1|63|63|32
18629,11270,137|137|1|26|26|21|21|21|30|30
18630,3080,4|27|27|30
18631,7181,182
18632,1197,86|26
18633,10332,286|286|286
18634,11281,22|22|22
18635,11286,9|9|237|10|10
18636,14169,73
18637,3100,50|7
18638,5978,137
18639,3102,215|54|54
18640,14171,250|95
18641,7205,38|38|38|9|0|0
18642,6241,10|10|0|0|0|106|1|1
18643,1884,14|14
18644,14173,1|1|151
18645,3126,98|160|160|26|26|26
18646,3132,245|153
18647,3141,56|100|240|119|189|100|119|1|240|240
18648,3148,1|1
18649,3149,125|125|125|244|1|1|292
18650,3151,210|210|253|253|253|2|2
18651,9243,158|2|2
18652,14179,201|250|250|250|50|50|9
18653,3170,17
18654,3172,9|9|250|34|34|34
18655,3174,21|0|0|0
18656,14563,240|240|1|1|40|40
18657,11369,142|115
18658,7274,56|56|195|195|60|112
18659,14183,137
18660,8722,50|112|54|54|54|100
18661,7278,95|95
18662,11380,194|196|79|22|26|259|190|179|49
18663,3189,1|1
18664,3197,39
18665,3207,39|1
18666,14189,182|140|140
18667,7318,1|1
18668,3226,137|0|0|0|141|141
18669,1224,1|1
18670,3261,56
18671,3267,55|55|55
18672,11471,97|268|73|280|37|37|37|9
18673,10202,30|30|186|169|169|169|280|189
18674,3281,1|168
18675,3285,131|131|131|99|99|99
18676,11492,61|89|89|89|295|295|1|1|281
18677,14204,98|98|0|144|99|5|0|1|112|1
18678,7403,7|7|112|54|232|112|153|77|54|54
18679,3308,153|7|7
18680,7405,195|1|274
18681,11509,61
18682,11513,27|27|27|278
18683,7424,1|64|56
18684,14159,7|7|133|196
18685,3341,7
18686,14023,82
18687,7443,4|4|15
18688,7445,200|200|56|56
18689,11542,60|286|144|31|146|288|1|1
18690,3357,48|8|0|0|0|36|21|14|1|1
18691,3368,0
18692,3369,153|89|89|89|137
18693,6123,224|224|24|24|140|99|1|1
18694,1928,49
18695,3381,77|7|7
18696,7478,278|30|7|7
18697,3384,137|245|71|71|71
18698,14570,256|7
18699,14219,150|89|232|210
18700,3400,189|189
18701,3404,274|12|12|12|280|280
18702,12173,1|1|125|125
18703,3413,4|266|273|96|109|28|261|73
18704,11609,0|0|0|236
18705,7516,153|137|6|6|6|250|64|64
18706,7517,1|1|170|170|174
18707,3428,149
18708,11494,153
18709,14671,21|1|1|105|105|82
18710,3435,21
18711,7539,286|286
18712,3445,66|58|58|50|50|299|12
18713,10443,95
18714,3306,86|1|1|137
18715,11651,249|249|99
18716,3462,189|61|115
18717,14231,147|1|1|221
18718,3470,180|8|8|1|1
18719,7569,179|183
18720,3478,93|93|1|137
18721,7582,1|1
18722,7583,1|1|0|0|0|124
18723,3493,0|0|0
18724,7592,12|66|46
18725,10141,15|241
18726,11701,165|165|1|1|0|0|232|174
18727,7606,129|129|129
18728,7612,0|0|265
18729,7614,153|131
18730,11722,9
18731,2027,77
18732,3546,95|257|0|20|1|4
18733,7643,0|0|0
18734,7644,146|1|1|12|21|21
18735,11742,63|63
18736,1276,4|4
18737,3573,66|147
18738,11785,4
18739,11791,4|89
18740,7708,77|9|131
18741,7711,7|153|28|28|12|12|12|61
18742,1968,146|141
18743,14578,1|1|60|60
18744,7729,95|1|1
18745,3640,30|184
18746,14653,228|78|119|119|119|1|147|53|53|53
18747,11837,155|77
18748,3647,1|1
18749,11841,93|93|131|9|30|139|139|131|139|56
18750,1974,288|101|139|139
18751,7755,86|63|99|4|4|4
18752,7437,100|2
18753,3666,1|1
18754,7772,137|55
18755,10170,124
18756,3700,168
18757,7802,38|38|6|96|8|8|48|48|79|79
18758,1984,21|101|24
18759,7818,297|7|98|158|101|1|61
18760,3723,137
18761,1986,1|1
18762,11918,7
18763,11922,137|122|14|14|14
18764,7829,146|144
18765,11932,274|274|274|1|1
18766,7839,2|115|19|44|44
18767,7841,1|1
18768,10182,12
18769,7847,70
18770,7872,2|124|15|141
18771,7887,45|12|66|141
18772,7890,0|0|0|14|98|98|98
18773,3795,179|54|54|54|6|6
18774,14286,32|32|32|77|10|10
18775,7902,101|95
18776,3812,5|1|1
18777,7913,67|30|30|30|62|84|52|52|240|144
18778,7914,137|207
18779,12025,0|0|0
18780,12026,15|3|3|3|1|1
18781,7931,115|115|146
18782,14019,2|2|1|1|61
18783,10197,9
18784,12039,191|191|4|188|70
18785,7945,249|17|4|7|56|228|218|56|17|30
18786,7950,61|12|12|112|1|1
18787,7951,1|1|0|0|0
18788,3857,30
18789,7957,12|12|12
18790,7958,98|98|30
18791,2038,15|265|48|79|38|1|273|44
18792,7963,1|1
18793,14298,10|10|259|287
18794,12063,98|2|34|34|34
18795,7968,98|9|166
18796,3875,147|101|21
18797,7972,257|257|200
18798,3880,3|3
18799,6108,257|257|137|225|225
18800,7978,55|55
18801,7979,22|22|22
18802,7980,250
18803,1331,157|16|81|229|229|179
18804,12085,296|257
18805,2039,295|1|1|39
18806,14303,250|250|113
18807,12092,174|7|293|143|156
18808,8586,61|14
18809,8005,21|153
18810,12103,204|204|204|1|1|15|284|36|98|246
18811,3915,99|131|113
18812,14647,232|232|145|145|145|84|84
18813,8023,97|97|175|175|232
18814,11042,7
18815,3938,99|174|2|205|140|13
18816,8054,145
18817,2026,82
18818,3971,0|0|0
18819,8068,183|94|276|93|160|130|139|99|130|276
18820,12170,99|99
18821,12171,60|250|120|120|120
18822,3981,0|0
18823,3984,286|286
18824,12179,5|113
18825,6126,168|141
18826,8087,100|100|100|135|46
18827,8088,263|2
18828,8094,42|42|42|9|9
18829,4000,115|115|70|190|115|190|180|180|112|21
18830,8102,220
18831,14321,276|276|276|1|1|30|30
18832,8110,64
18833,12958,14|189|0|0|0
18834,2037,27|27|27|15|233|9|9|2
18835,6134,37|37|37
18836,6135,147|21|284|284|39|7|86|245
18837,4050,205|205|9
18838,8867,60|98|98|56
18839,6137,14|52
18840,8158,16|16|153
18841,12264,237|133|6
18842,4075,154|154|154
18843,8174,3|3|3|73|1|1|0|0|0|28
18844,8181,257|249|249|282|282
18845,12283,154|50|30|112|232|95
18846,15019,256|289|215|227|1|1
18847,4,196
18848,4105,153|10|10|10
18849,8206,156|12
18850,4781,265|140|227|170
18851,1083,12
18852,4099,26|26|27|27|27
18853,10639,30|30
18854,4122,101|1
18855,35,62
18856,39,139
18857,40,231
18858,45,68|68
18859,4147,13|13|280
18860,56,233
18861,4154,291
18862,12354,9|9
18863,4164,39|215
18864,15030,146
18865,4171,98|153|168|229|229|229
18866,9959,4
18867,8273,166
18868,12372,40
18869,85,86|86|86|5|39|39|39
18870,87,137
18871,8280,222|27|27|24|240|240|240|113|113
18872,15034,46|80|164
18873,98,199|199
18874,99,259|192|192|192
18875,4095,237|296|296
18876,4201,50|50|7|7|7|208|208|208
18877,4202,5|140|154|154|154
18878,108,61|4|39|1|1|137
18879,114,2|248|184|100|141|216|109|100|248|15
18880,116,7|7
18881,12409,232|56|295|295|89
18882,4223,237|50|40|234|18|18|18|114
18883,8321,15|17
18884,130,64|109|109
18885,8325,0|0|0
18886,136,20|30|24|7|77|77|24|244|244|260
18887,141,39|99|147
18888,143,1|1
18889,15043,215|58
18890,4245,149|1|1|219|60
18891,150,26|82
18892,8344,88
18893,153,7|259
18894,156,32|32|32|1|1
18895,8350,4|32|32|32|52|52
18896,4255,50|1|1
18897,8352,3|3|3|258|269|269
18898,12458,98|0|0|0|237|34|34|34|99
18899,172,5|17
18900,4270,199
18901,12465,99
18902,12475,203|7|50|32|32
18903,4285,1|1
18904,4286,77|27|162|27|98|147|140|98|98|50
18905,200,22|0|0|0
18906,203,162|162|162|127|127|15|163|163|163
18907,8396,40
18908,209,73|73|73
18909,12501,2
18910,8406,22|22|22
18911,215,2|166
18912,221,4|5|1|1|0|0|0|96|24
18913,8415,86|0|0|0
18914,12515,237|45
18915,4328,1|1
18916,8427,245|245|245
18917,12530,7|7|4|4|4
18918,247,61
18919,249,2|134|134
18920,8442,1|1|99|7|7|220|220|220
18921,4348,1|1
18922,4351,151
18923,8453,51
18924,4358,4|4|4|99|16
18925,4359,240|181|12|274|0|0|0
18926,268,1|1|26|26
18927,3458,191|191|191
18928,271,198|191|40|213|131|50
18929,276,12|249|249|249|39
18930,4373,231|231
18931,12566,172
18932,12569,101|101|101|2|45|259|24
18933,12571,192|233|233|233
18934,8481,202|10|225
18935,15067,1|21|291
18936,4393,1|237
18937,15422,77|209|1|1
18938,8494,189|189|1|1
18939,4402,190|0|0|0|1
18940,8503,57|57
18941,965,124|80|295|123|183
18942,316,237|0|0|0|141|1
18943,8509,26|26|26
18944,321,78|127|127|8
18945,11331,19|95|95
18946,324,4|0|0|0
18947,327,201|14|207|48|144|144|204|207|204|8
18948,8522,199
18949,332,21|30|211|287|20|17|17
18950,8529,1|1
18951,13532,30|131|288|183
18952,8531,10
18953,341,7|153|1|1|101
18954,349,211|15|135|7|275
18955,350,51|39
18956,354,66|18|177|177|0|0
18957,4457,1|1
18958,7570,39|45|199|50|227|39|45|199|209|39
18959,367,180|180|186|186|186|150
18960,8563,101|50|1|1|141|141
18961,12661,89|95|0|0|0|153
18962,375,12|0|0|0|5
18963,12675,172|161|20
18964,12681,17|17
18965,6631,217|217|2
18966,8588,266
18967,398,287|89
18968,403,97|137|137|192
18969,8596,160|160|54|54|54|135|135
18970,405,153|60|221|41|41
18971,12695,79|112|79|8|48|36|261|8|8|48
18972,412,233|94|17|63|63|2
18973,12357,5|64|64
18974,8616,114
18975,8623,201
18976,433,6|73|73|21|220
18977,437,154|154|277|7|7|10|10|10
18978,4545,77
18979,451,281|86|184|96|279|279|0|0
18980,453,98|98
18981,458,96|8|38|48|167|0|0|0|79|36
18982,459,145|191|149
18983,462,95|95|269|288|288|288
18984,4562,21|66|70|188|221|9|66|227|268|147
18985,4175,2
18986,4573,106|96|14|14|14|232|1|179
18987,4577,56|56|56
18988,482,237|237|9|30|162
18989,15497,0|0|0
18990,489,100|0|0|0|112
18991,495,180
18992,4593,0|0|0|172|153|106|131
18993,498,30|1|1|298|152
18994,504,141|77|77|26|26|26
18995,506,7
18996,15103,0|0|0
18997,13056,32|32|32
18998,517,109|2
18999,528,73|152|152|2|0|0|0
19000,4628,64|156|203|42|42|138
19001,540,145|225|28|265|245|234|245|145|265|175
19002,2832,146
19003,4640,1|1|295|100|95|95
19004,554,202
19005,4658,109
19006,4661,32|32|32
19007,566,243
19008,4664,129|129|64|41|41|152
19009,9157,131|99|218|21|61|131|0|154|99|154
19010,15114,0|0|0
19011,4670,95|95
19012,4673,299|299|299
19013,4678,52
19014,583,0|0|0|60|94|102|102
19015,585,40
19016,4684,7|7|51
19017,4686,152|152
19018,2611,2|240
19019,6244,0|0|0
19020,603,160
19021,4702,60|60|2|16|51
19022,8801,0|0|0|46|46|275|211
19023,8804,7|180
19024,616,21|162|221
19025,4713,12
19026,9977,66|287|112|1|1|98|275|39
19027,2885,250|250|250|274|274|1
19028,4727,99
19029,8826,1|1
19030,638,14
19031,639,1|1
19032,4737,9|237|92|4
19033,8837,257
19034,8839,299|299
19035,15127,152|152|98|0|98|98|5|0|0|162
19036,652,55
19037,4205,97|12
19038,8852,86|22|22|280|280|100|0|0|0
19039,667,95|95
19040,677,2|15|261
19041,12972,146
19042,685,2|2|238|1|1
19043,12977,7|50|61|12|169|1|66|66|126|12
19044,696,5|5|95|95
19045,697,1|1
19046,8890,14|14|167|149|149|179|179|12|12|12
19047,2069,15|9|47|52|21
19048,12990,214|214|214
19049,12992,207|207|207|204|204|204
19050,705,1|1|12|12|12
19051,711,287|54|54|54
19052,713,64|64|64|63|63|63|172
19053,4810,0|0|30|1|1|276|177
19054,715,126|126
19055,8911,39|39|205|205|133|227|267|9
19056,4827,225|1
19057,4116,32|32|32|26|26|26|23|23|141
19058,6950,90|1|1|10
19059,8947,160|160|179|179
19060,4852,124|63
19061,4222,21
19062,764,95|2
19063,8843,1|1|30|0
19064,3541,266
19065,768,7
19066,4866,0|298|78|7
19067,772,100
19068,777,134|134|134|1|1
19069,8973,124|153|9|2|7|250
19070,4889,14
19071,800,237|115|101|23|90
19072,803,76|61
19073,4903,168
19074,810,12|12|12|11|26|13|39|7
19075,13101,1|5|5|34
19076,4913,7|7|284|284|246|246|246|54|54
19077,821,266|126|146|7|7|6|15
19078,13114,199
19079,833,9|151|10|10|10|101
19080,9026,98|2
19081,4931,0|0
19082,836,45|52
19083,837,55|154|0|0|0|4|4
19084,13128,39
19085,7616,39|236
19086,2483,54|54|183
19087,6575,1|1
19088,13151,1|1|0|0|0
19089,865,92|5|5|216
19090,13154,1|1|147|192
19091,9060,1|30|22|0|274|0|1|22|274|0
19092,4965,66
19093,874,183|274
19094,4978,1|1
19095,884,207|207|204|12
19096,887,1|1|109|109
19097,9080,114|61|192|112|15
19098,13178,51
19099,4987,167
19100,9088,11|11|7
19101,4993,20|1|1
19102,4246,227|1|1|78
19103,13190,6|6
19104,9097,94|151|55|1|131
19105,908,7|50|84
19106,5006,12|199|12|100|2|112|0|12|49|189
19107,911,16|14
19108,9027,225|222
19109,5015,7|7|7|173|173
19110,6880,199|141|7|7
19111,15173,28|28|1|1
19112,9126,172|267|236|236|40
19113,2887,42
19114,5039,80
19115,840,221|179|61|153|150|2|1
19116,950,82|295|192
19117,15391,24|24|24
19118,957,15|143|221|299|299|299|147|96
19119,160,287|7|7|242|47|0|0|0
19120,962,63|250|182|141|56|56|56|156
19121,13251,215|145|191|16|296|0|211|0|238|12
19122,5622,199
19123,9159,214|102|189|21|186|112|263|100|76
19124,5071,0|0|0|12|12
19125,9168,131
19126,13270,38|38|38|8|8
19127,986,157|44|207|207|207|237
19128,9189,191|275|145|245|245|245
19129,3891,8
19130,15185,1|1|39|163|163|163|15|287|135
19131,6580,32|32|32|201|221|147|137
19132,9198,0|0|0|1
19133,9203,176
19134,1013,161
19135,13303,1|1
19136,9209,273|273
19137,15189,1|1
19138,1025,10|274|26
19139,13316,1|1
19140,5131,0|0|0
19141,5139,38|126
19142,7279,7|7
19143,1053,0|218|1|257|5|152|222|96|106|96
19144,2490,8|8|8|38
19145,5159,77
19146,1065,7
19147,9264,13|101
19148,1076,1|1
19149,9270,61|61|61|98
19150,5176,99|24|24|24|21|21|21
19151,5179,144|144|144|100|100
19152,15457,54|54
19153,5185,192|5|285|21|56
19154,9282,198|88|234
19155,1094,92|131|56|56|56
19156,5194,14|14|106
19157,5199,21
19158,9296,2|2
19159,1107,24|169|169
19160,14767,1|1|221|21|60|50|276|276|276
19161,1125,266
19162,1129,39
19163,13421,18|18|18
19164,1135,97|97|2|2|1
19165,9329,125|125
19166,9330,299|207|142|207|26|207|176|26|26|101
19167,9337,267
19168,5247,7|7|7|26
19169,13441,98
19170,1156,153
19171,5260,17
19172,1171,145|145|145
19173,1177,44|155
19174,15215,183
19175,6609,31|31|281|135
19176,6342,16|267|12
19177,13486,1|1
19178,5298,152
19179,9397,4|284|98|98|98|246
19180,1211,101|125|253|253|253|245|245|169|169|169
19181,5310,7|7|52|52|52
19182,7029,4|84|84|84
19183,9420,266
19184,1244,30|12
19185,5350,5|12|298|113
19186,1262,2|1|137|137
19187,11133,42|42
19188,1264,232|20|20|21
19189,1266,279|279|190
19190,2942,141|101|1|1
19191,7039,1|1
19192,13564,249|249|249
19193,15475,77|26
19194,5377,66|183
19195,1286,80|30|30|30
19196,9479,0|0|0|141
19197,5387,73|73
19198,5394,144|0|1|1|36|61|144|153|0|36
19199,5398,141|199
19200,5402,9|105|162|137|26|12|137|9|50|26
19201,3882,105|139|139|1|1|4
19202,1309,5
19203,1311,34|34
19204,7046,39|1|1|89|89|89|86|12
19205,3633,179|98|147|141
19206,15448,170|209
19207,2951,110|110|110|298
19208,13618,152|137
19209,9523,264|95|1
19210,1337,2
19211,1338,14
19212,1351,7
19213,13658,1|1
19214,14776,95|95|7|7|4|1|199
19215,13682,295|24|30|295|56|56|30|56|0|0
19216,15251,251|199|36|147|38|149|221|8|160|101
19217,1396,7|7|4
19218,1403,295|1|21
19219,5502,96|263
19220,2911,140|140|140|1|1
19221,5507,93|101|2|2|145|30|275
19222,5510,140
19223,5511,299
19224,5512,66|66
